ID_GiaoDich,NgayGiaoDich,ID_SanPham,TenSanPham,ID_KhachHang,KenhBanHang,KhuVuc,SoLuong,GiaBan,DoanhThu,ChietKhau,Thue,ThanhTien,HinhThucThanhToan,LoaiKhachHang,NhanVienBanHang,ThoiTiet,NhietDo,ChiPhi
10567,2023-10-15 14:47:43,6,C2,17,Siêu thị,Khánh Hòa,3,18487.06,5.546.118.000.000.000,0.1,5.546.118.000.000.000,5.546.118.000.000.000,Chuyển khoản,Thường xuyên,Emma,Âm u,24,43272.98
10568,2023-10-11 10:49:15,3,Pepsi,31,Online,TP. Hồ Chí Minh,3,15391.54,46174.62,0.1,4.617.462.000.000.000,46174.62,Thẻ,Thường xuyên,Alice,Nắng,27,20651.92
10569,2024-05-13 04:14:23,6,Strongbow,6,Cửa hàng,Huế,10,26301.3,263013.0,0.1,26301.3,263013.0,Chuyển khoản,Thường xuyên,David,Âm u,24,221672.0
10570,2024-02-02 18:43:17,5,Sting,13,Siêu thị,Quảng Nam,10,16813.99,16.813.990.000.000.000,0.0,16813.99,184953.89,Thẻ,Thường xuyên,Alice,Âm u,31,96216.25
10571,2023-08-05 11:29:58,1,Coca-Cola,26,Cửa hàng,TP. Hồ Chí Minh,2,26136.43,52272.86,0.1,5.227.286,52272.86,Thẻ,Mới,Bob,Âm u,21,31573.11
10572,2024-06-15 10:44:25,5,7 Up,36,Siêu thị,Bình Định,7,44048.42,308338.94,0.05,30.833.894,323.755.887,Tiền mặt,VIP,Carol,Mưa,34,239374.42
10573,2024-05-25 10:38:08,7,Pepsi,5,Cửa hàng,Thái Bình,1,36181.28,36181.28,0.1,3.618.128,36181.28,Chuyển khoản,VIP,Carol,Mưa,29,12209.02
10574,2024-01-05 00:27:32,9,Revive,47,Online,Bình Dương,1,36510.73,36510.73,0.1,3.651.073,3.651.073.000.000.000,Tiền mặt,Mới,Emma,Mưa,32,13998.67
10575,2024-02-13 14:16:00,1,Coca-Cola,14,Siêu thị,Đồng Nai,10,42475.45,424754.5,0.05,42475.45,445.992.225,Thẻ,VIP,Alice,Mưa,34,350321.17
10576,2024-04-03 15:37:10,3,Oolong Tea Plus,15,Siêu thị,Bà Rịa - Vũng Tàu,3,11647.78,34.943.340.000.000.000,0.0,34.943.340.000.000.000,38.437.674.000.000.000,Chuyển khoản,VIP,Carol,Nắng,33,28680.47
10577,2024-01-29 06:43:01,8,Strongbow,12,Online,Khánh Hòa,1,41781.23,41781.23,0.0,41.781.230.000.000.000,45.959.353,Chuyển khoản,Thường xuyên,David,Âm u,27,36817.04
10578,2024-06-03 20:01:53,6,Revive,50,Cửa hàng,TP. Hồ Chí Minh,3,17854.15,53562.45,0.0,5.356.245.000.000.000,5.891.869.500.000.000,Chuyển khoản,Thường xuyên,Bob,Nắng,27,43999.98
10579,2023-12-11 11:18:57,5,C2,46,Cửa hàng,Nam Định,9,23837.42,214536.78,0.05,21.453.678,22.526.361.899.999.900,Chuyển khoản,Thường xuyên,Emma,Mưa,29,43314.47
10580,2024-02-08 16:30:44,10,Revive,42,Online,Quảng Ninh,7,22322.02,156254.14,0.05,15.625.414.000.000.000,164.066.847,Thẻ,Thường xuyên,Bob,Âm u,20,118593.68
10581,2023-08-22 16:04:29,2,Strongbow,8,Cửa hàng,TP. Hồ Chí Minh,9,14226.33,128036.97,0.0,12.803.697,14.084.066.700.000.000,Chuyển khoản,Mới,Emma,Mưa,28,54783.28
10582,2024-06-16 13:30:15,3,Number 1,31,Online,Hải Phòng,7,16948.57,118639.99,0.1,11.863.999.000.000.000,118639.99,Chuyển khoản,Thường xuyên,Alice,Nắng,27,105902.93
10583,2023-11-07 04:14:51,2,Mirinda,26,Cửa hàng,Khánh Hòa,9,48254.84,434293.56,0.05,43.429.356,4.560.082.379.999.990,Chuyển khoản,VIP,Carol,Nắng,20,207516.22
10584,2023-08-14 19:56:27,1,Oolong Tea Plus,29,Online,Đồng Nai,3,34011.49,102034.47,0.0,10.203.447,112.237.917,Tiền mặt,Thường xuyên,Emma,Mưa,28,55411.74
10585,2023-10-14 00:59:48,7,Oolong Tea Plus,4,Online,Ninh Bình,7,28959.34,202715.38,0.0,20.271.538,222.986.918,Chuyển khoản,VIP,Emma,Nắng,34,106186.36
10586,2024-02-21 04:03:25,3,Strongbow,50,Online,Đà Nẵng,6,40312.55,241875.3,0.0,2.418.753.000.000.000,266062.83,Tiền mặt,VIP,Alice,Mưa,30,86443.72
10587,2023-11-21 04:06:20,7,C2,28,Online,Long An,2,42550.39,85100.78,0.0,8.510.078,93.610.858,Tiền mặt,Thường xuyên,David,Mưa,28,13617.63
10588,2023-11-01 12:09:17,7,Revive,25,Cửa hàng,Đồng Nai,6,14410.62,86463.72,0.1,8.646.372.000.000.000,86463.72,Chuyển khoản,Thường xuyên,Bob,Nắng,27,70599.44
10589,2023-11-09 21:23:42,8,Coca-Cola,40,Siêu thị,Bình Dương,3,39636.96,118910.88,0.1,11.891.088.000.000.000,118910.88,Thẻ,Mới,Carol,Nắng,30,88248.6
10590,2023-10-09 22:35:26,1,C2,32,Cửa hàng,Nam Định,2,47296.79,94593.58,0.05,9.459.358,99.323.259,Thẻ,VIP,Bob,Mưa,29,20018.03
10591,2024-04-30 23:35:28,5,Sting,36,Online,Bà Rịa - Vũng Tàu,5,33418.03,167090.15,0.05,16.709.015,17.544.465.749.999.900,Chuyển khoản,Thường xuyên,Carol,Mưa,26,120541.28
10592,2024-02-13 16:31:59,10,C2,11,Siêu thị,Hải Phòng,5,34566.89,172834.45,0.0,17.283.445,190.117.895,Thẻ,Mới,David,Mưa,25,103817.74
10593,2023-10-10 13:13:11,9,Number 1,37,Siêu thị,Nghệ An,2,44817.16,89634.32,0.1,8.963.432,89634.32,Chuyển khoản,VIP,Alice,Âm u,24,38302.09
10594,2023-10-17 05:34:53,7,Sting,10,Cửa hàng,Khánh Hòa,3,37179.98,111539.94,0.05,11.153.994.000.000.000,117.116.937,Chuyển khoản,Thường xuyên,Emma,Nắng,25,33820.8
10595,2023-10-23 07:09:39,1,C2,38,Online,Bình Định,8,49811.7,398493.6,0.1,39849.36,398493.6,Chuyển khoản,VIP,Carol,Nắng,20,313926.49
10596,2023-07-15 04:44:55,8,Number 1,36,Online,Đồng Nai,5,21308.03,106540.15,0.05,10.654.015,1.118.671.575,Thẻ,VIP,Alice,Nắng,20,70332.54
10597,2023-11-08 14:37:49,3,Number 1,50,Online,Đà Nẵng,8,43820.07,350560.56,0.0,35.056.056.000.000.000,385.616.616,Thẻ,VIP,Carol,Nắng,28,188668.86
10598,2024-06-21 04:33:41,4,Number 1,27,Online,Nam Định,10,34496.98,34.496.980.000.000.000,0.0,34496.98,379466.78,Chuyển khoản,Mới,Carol,Nắng,34,202723.17
10599,2024-05-09 05:15:56,4,Pepsi,17,Online,Thái Bình,4,24629.79,98519.16,0.05,9.851.916,103.445.118,Chuyển khoản,Thường xuyên,Emma,Mưa,25,17029.33
10600,2024-05-23 21:22:00,10,7 Up,7,Siêu thị,Hà Nội,4,45323.27,181293.08,0.1,18.129.308,181293.08,Thẻ,Thường xuyên,Alice,Mưa,22,86864.01
10601,2023-10-31 18:33:52,8,Strongbow,9,Cửa hàng,Quảng Ninh,6,49850.85,299105.1,0.1,29910.51,299105.1,Chuyển khoản,Thường xuyên,Bob,Âm u,28,76259.91
10602,2024-04-25 22:53:20,1,Oolong Tea Plus,35,Cửa hàng,Hà Nội,10,12314.03,123140.3,0.0,12314.03,13.545.433.000.000.000,Tiền mặt,VIP,Emma,Nắng,22,32842.37
10603,2023-11-26 00:55:44,8,Pepsi,9,Cửa hàng,Ninh Bình,5,47021.84,235109.2,0.0,23510.92,258620.12,Tiền mặt,Mới,Bob,Mưa,28,147893.84
10604,2023-11-15 12:07:50,9,7 Up,36,Siêu thị,Huế,5,18124.64,90623.2,0.1,9062.32,90623.2,Thẻ,Thường xuyên,Bob,Nắng,33,75127.08
10605,2023-11-15 01:20:50,9,Strongbow,30,Siêu thị,Bà Rịa - Vũng Tàu,9,18207.73,163869.57,0.1,16.386.957,163869.57,Tiền mặt,Thường xuyên,Emma,Âm u,24,69317.69
10606,2023-08-16 23:27:43,5,Oolong Tea Plus,31,Cửa hàng,Hà Nội,6,11670.29,70021.74,0.0,7.002.174.000.000.000,77.023.914,Thẻ,Mới,David,Âm u,20,18639.75
10607,2024-04-13 21:00:20,4,Sting,19,Siêu thị,Quảng Nam,3,46888.43,140665.29,0.05,14.066.529.000.000.000,14.769.855.450.000.000,Tiền mặt,Mới,David,Âm u,30,87071.47
10608,2023-12-14 01:22:57,4,Revive,41,Siêu thị,Khánh Hòa,4,40376.68,161506.72,0.05,16.150.672,16.958.205.599.999.900,Thẻ,Thường xuyên,Emma,Mưa,24,128712.72
10609,2023-12-17 10:43:00,9,Pepsi,23,Cửa hàng,Hà Nội,9,12138.02,109242.18,0.1,10.924.218,109242.18,Tiền mặt,Mới,David,Âm u,29,76322.6
10610,2023-08-20 20:40:42,8,Oolong Tea Plus,20,Siêu thị,Nghệ An,6,35342.04,212052.24,0.1,21.205.224,212052.24,Thẻ,Mới,Emma,Nắng,21,168582.76
10611,2023-11-15 05:06:16,10,Oolong Tea Plus,6,Online,Hà Nội,8,14805.5,118444.0,0.05,11844.4,124366.2,Tiền mặt,Mới,Carol,Âm u,32,62685.75
10612,2023-08-10 17:45:38,10,Coca-Cola,43,Cửa hàng,TP. Hồ Chí Minh,7,40056.96,280398.72,0.0,28.039.872.000.000.000,30.843.859.199.999.900,Chuyển khoản,VIP,Alice,Âm u,21,196699.98
10613,2023-11-08 19:50:11,7,Sting,24,Cửa hàng,Hà Nội,1,26362.56,26362.56,0.0,26.362.560.000.000.000,28.998.816.000.000.000,Thẻ,Mới,Emma,Âm u,32,5590.22
10614,2023-11-17 05:17:39,3,Pepsi,47,Cửa hàng,Bình Dương,1,12071.13,12071.13,0.0,1.207.113,13.278.243,Chuyển khoản,VIP,Alice,Nắng,20,4570.37
10615,2024-02-27 05:40:47,4,Number 1,22,Cửa hàng,Bình Định,10,43177.13,431771.3,0.05,43177.13,453.359.865,Thẻ,Thường xuyên,Carol,Nắng,29,177734.05
10616,2024-07-06 18:31:10,9,Number 1,6,Siêu thị,Bình Định,7,32897.1,230279.7,0.0,23027.97,253307.67,Thẻ,VIP,Carol,Âm u,34,117220.79
10617,2024-07-04 00:40:20,8,7 Up,24,Cửa hàng,Hà Nội,2,40915.5,81831.0,0.05,8183.1,85922.55,Thẻ,VIP,David,Mưa,23,69004.9
10618,2023-12-23 06:03:08,1,Oolong Tea Plus,42,Online,Quảng Nam,9,36981.91,33.283.719.000.000.000,0.05,33.283.719.000.000.000,3.494.790.495,Chuyển khoản,Thường xuyên,Bob,Mưa,23,266082.45
10619,2023-11-10 03:34:25,3,Sting,22,Siêu thị,Quảng Nam,10,27376.28,273762.8,0.1,27376.28,273762.8,Thẻ,VIP,David,Mưa,24,56838.74
10620,2023-11-23 11:35:58,10,C2,18,Siêu thị,TP. Hồ Chí Minh,9,37947.36,341526.24,0.05,34.152.624,358.602.552,Thẻ,Thường xuyên,Alice,Âm u,34,81362.38
10621,2023-10-12 17:37:05,2,Mirinda,16,Cửa hàng,Ninh Bình,2,10590.15,21180.3,0.05,2118.03,22.239.315,Thẻ,VIP,David,Âm u,34,8177.98
10622,2023-08-24 02:15:23,2,Pepsi,36,Siêu thị,Ninh Bình,9,23589.84,212308.56,0.1,21.230.856,212308.56,Tiền mặt,Mới,Bob,Mưa,23,70612.79
10623,2023-11-13 02:12:16,8,C2,13,Siêu thị,Cần Thơ,9,41114.91,37.003.419.000.000.000,0.1,37.003.419,37.003.419.000.000.000,Chuyển khoản,VIP,Carol,Mưa,32,218992.44
10624,2023-09-02 14:50:26,6,Coca-Cola,37,Siêu thị,TP. Hồ Chí Minh,10,40523.24,405232.4,0.05,40523.24,425494.02,Thẻ,VIP,David,Mưa,21,333190.52
10625,2024-05-20 17:56:33,6,Oolong Tea Plus,24,Cửa hàng,Cần Thơ,6,45497.26,272983.56,0.1,27.298.356.000.000.000,272983.56,Chuyển khoản,Mới,Alice,Nắng,24,237450.17
10626,2024-03-06 21:01:57,4,Revive,19,Online,Ninh Bình,5,34442.43,172212.15,0.0,17.221.215,189.433.365,Chuyển khoản,VIP,Emma,Nắng,27,107267.91
10627,2023-09-03 09:46:01,1,Coca-Cola,50,Cửa hàng,Bà Rịa - Vũng Tàu,10,47688.81,476888.1,0.0,47688.81,5.245.769.099.999.990,Tiền mặt,Thường xuyên,Carol,Mưa,25,367455.33
10628,2024-02-09 05:14:24,7,7 Up,20,Online,Hà Nội,2,32309.05,64618.1,0.05,6461.81,67.849.005,Chuyển khoản,Thường xuyên,David,Nắng,24,33611.86
10629,2023-09-18 08:14:24,8,Sting,27,Siêu thị,Cần Thơ,6,30018.66,180111.96,0.1,18.011.196.000.000.000,180111.96,Tiền mặt,VIP,Alice,Nắng,26,48028.94
10630,2024-06-23 06:34:52,2,Number 1,17,Online,Huế,9,17888.86,160999.74,0.1,16.099.974,160999.74,Chuyển khoản,Thường xuyên,Bob,Âm u,20,83679.73
10631,2023-11-13 17:00:34,2,Number 1,16,Cửa hàng,Hà Nội,3,41154.24,123462.72,0.0,12.346.272,135.808.992,Tiền mặt,VIP,Alice,Nắng,25,67171.88
10632,2023-10-06 16:00:24,1,Revive,1,Cửa hàng,Hải Phòng,3,37682.98,113048.94,0.05,11.304.894.000.000.000,118.701.387,Tiền mặt,Thường xuyên,Alice,Âm u,21,78452.13
10633,2024-06-26 07:53:18,4,Strongbow,21,Cửa hàng,Nam Định,4,28430.89,113723.56,0.05,11.372.356,119.409.738,Chuyển khoản,Mới,Carol,Âm u,24,31377.06
10634,2023-12-22 19:39:13,6,Strongbow,27,Siêu thị,Nghệ An,10,13484.44,134844.4,0.05,13484.44,141586.62,Chuyển khoản,Mới,Carol,Mưa,29,53216.11
10635,2024-03-15 02:53:53,5,Oolong Tea Plus,1,Online,Bình Định,4,15028.22,60112.88,0.0,60.112.880.000.000.000,66.124.168,Thẻ,Mới,Emma,Nắng,23,23517.48
10636,2024-02-13 20:17:15,4,Number 1,30,Cửa hàng,Quảng Ninh,1,14578.56,14578.56,0.1,1.457.856,14578.56,Tiền mặt,VIP,David,Mưa,32,12647.65
10637,2024-01-28 15:22:53,4,7 Up,20,Cửa hàng,Cần Thơ,2,25024.35,50048.7,0.05,5004.87,52.551.135,Chuyển khoản,Mới,David,Âm u,31,22779.96
10638,2023-07-31 14:03:00,10,Number 1,24,Cửa hàng,Hải Phòng,6,16359.26,98155.56,0.1,9.815.556.000.000.000,98155.56,Thẻ,Thường xuyên,Alice,Nắng,26,69108.89
10639,2023-07-26 21:06:34,7,Coca-Cola,46,Siêu thị,Quảng Ninh,5,44434.54,222172.7,0.0,22217.27,244389.97,Chuyển khoản,VIP,David,Mưa,28,155665.1
10640,2023-08-12 22:07:25,7,Sting,2,Cửa hàng,Huế,10,45974.74,459747.4,0.05,45974.74,482734.77,Tiền mặt,Mới,Carol,Mưa,28,143641.34
10641,2023-08-09 19:46:28,2,Pepsi,15,Siêu thị,Quảng Nam,4,44271.62,177086.48,0.1,17.708.648,17.708.647.999.999.900,Thẻ,Thường xuyên,Carol,Mưa,29,98724.96
10642,2023-10-17 11:11:13,7,Number 1,29,Siêu thị,TP. Hồ Chí Minh,10,34354.81,343548.1,0.1,34354.81,343548.1,Chuyển khoản,VIP,David,Âm u,20,280143.66
10643,2023-09-01 23:46:37,2,C2,35,Cửa hàng,Đồng Nai,9,33854.81,304693.29,0.0,30.469.329,33.516.261.899.999.900,Thẻ,Mới,Bob,Mưa,26,146300.97
10644,2023-12-28 05:51:08,4,Mirinda,13,Siêu thị,Nam Định,2,45637.85,91275.7,0.0,9127.57,100403.27,Chuyển khoản,VIP,David,Mưa,26,78140.58
10645,2023-07-19 23:25:13,1,C2,19,Siêu thị,Ninh Bình,8,26252.73,210021.84,0.05,21.002.184,220.522.932,Chuyển khoản,VIP,Alice,Nắng,24,57034.91
10646,2023-08-02 05:46:57,5,Oolong Tea Plus,1,Cửa hàng,Long An,4,12493.84,49975.36,0.0,4.997.536,54.972.896,Tiền mặt,Thường xuyên,Carol,Âm u,27,7962.44
10647,2023-07-17 00:00:17,1,Coca-Cola,45,Cửa hàng,Hải Phòng,9,28816.2,259345.8,0.1,25934.58,25.934.580.000.000.000,Thẻ,VIP,Emma,Âm u,29,210890.43
10648,2024-01-31 03:30:49,4,Pepsi,47,Online,Thái Bình,4,32148.97,128595.88,0.05,12.859.588.000.000.000,135.025.674,Chuyển khoản,Thường xuyên,Carol,Nắng,23,100066.24
10649,2024-05-19 06:15:10,9,Revive,16,Cửa hàng,TP. Hồ Chí Minh,2,31978.64,63957.28,0.05,6.395.728,67.155.144,Chuyển khoản,VIP,Emma,Mưa,30,57182.41
10650,2024-02-18 11:48:41,8,Mirinda,43,Online,Đồng Nai,6,16360.32,98161.92,0.0,9.816.192,107.978.112,Thẻ,VIP,David,Mưa,20,63168.65
10651,2023-09-23 07:27:31,6,Number 1,3,Online,TP. Hồ Chí Minh,9,41337.3,372035.7,0.0,3.720.357.000.000.000,409239.27,Thẻ,Thường xuyên,Alice,Nắng,32,315988.65
10652,2023-08-25 23:45:49,8,C2,40,Online,Đà Nẵng,7,39279.41,274955.87,0.05,27.495.587.000.000.000,2.887.036.635,Thẻ,Thường xuyên,Alice,Nắng,23,209395.18
10653,2024-03-30 13:03:56,5,7 Up,6,Cửa hàng,Cần Thơ,1,19194.35,19194.35,0.05,1.919.435,201.540.675,Thẻ,VIP,Alice,Âm u,30,14886.01
10654,2024-03-16 01:21:47,7,Oolong Tea Plus,31,Online,Đà Nẵng,9,32049.72,288447.48,0.0,28.844.748.000.000.000,317.292.228,Tiền mặt,Mới,Bob,Nắng,21,160178.71
10655,2024-06-26 12:18:06,8,7 Up,5,Online,Đồng Nai,6,41613.92,249683.52,0.0,24.968.352.000.000.000,274.651.872,Tiền mặt,VIP,David,Mưa,32,101344.46
10656,2024-03-13 17:04:47,7,Sting,26,Online,Long An,9,10307.39,92766.51,0.1,9.276.651,92766.51,Tiền mặt,VIP,Bob,Mưa,22,78633.2
10657,2024-03-08 06:28:23,4,Pepsi,28,Cửa hàng,Khánh Hòa,2,21006.47,42012.94,0.05,4.201.294.000.000.000,4.411.358.700.000.000,Thẻ,VIP,Emma,Mưa,32,18724.9
10658,2023-12-08 17:16:27,5,Oolong Tea Plus,15,Cửa hàng,Huế,7,28881.99,202173.93,0.1,20.217.393.000.000.000,202173.93,Tiền mặt,Thường xuyên,Bob,Âm u,23,107365.58
10659,2024-01-01 13:12:56,10,Oolong Tea Plus,9,Cửa hàng,Nam Định,8,43802.11,350416.88,0.05,35.041.688,3.679.377.240.000.000,Chuyển khoản,Thường xuyên,Alice,Mưa,26,160102.47
10660,2023-09-30 01:18:32,6,Sting,22,Cửa hàng,Quảng Ninh,8,41959.49,335675.92,0.0,33.567.592,369.243.512,Tiền mặt,Thường xuyên,Carol,Nắng,31,185244.32
10661,2023-10-31 20:37:38,6,Coca-Cola,37,Siêu thị,Thái Bình,5,16039.85,80199.25,0.0,8.019.925,88.219.175,Chuyển khoản,Thường xuyên,Alice,Âm u,28,38207.25
10662,2024-03-06 07:58:16,9,Revive,21,Cửa hàng,Quảng Nam,7,28510.14,199570.98,0.0,19.957.098,219.528.078,Chuyển khoản,VIP,David,Âm u,23,27615.44
10663,2023-10-05 00:27:56,10,Mirinda,42,Online,Bình Dương,7,22185.77,155300.39,0.1,15.530.039.000.000.000,155300.39,Tiền mặt,Thường xuyên,David,Âm u,21,125115.98
10664,2023-10-25 11:33:31,2,Oolong Tea Plus,29,Cửa hàng,Nghệ An,3,26057.75,78173.25,0.1,7.817.325.000.000.000,78173.25,Chuyển khoản,Thường xuyên,Alice,Mưa,29,35609.09
10665,2023-08-18 18:50:44,6,Revive,26,Siêu thị,Cần Thơ,2,31625.53,63251.06,0.1,6.325.106,63251.06,Chuyển khoản,Thường xuyên,Alice,Nắng,34,36126.15
10666,2023-09-30 08:12:37,3,7 Up,6,Siêu thị,TP. Hồ Chí Minh,5,29974.12,149870.6,0.1,14987.06,149870.6,Tiền mặt,VIP,David,Âm u,32,31675.19
10667,2024-06-11 02:48:32,2,Strongbow,11,Siêu thị,Bình Dương,4,15663.13,62652.52,0.0,6.265.252,68.917.772,Chuyển khoản,Mới,Bob,Âm u,29,6435.06
10668,2023-11-07 18:40:06,6,Strongbow,36,Cửa hàng,Nam Định,8,14867.65,118941.2,0.1,11894.12,118941.2,Tiền mặt,VIP,Bob,Âm u,23,35234.2
10669,2023-09-11 04:42:45,4,Pepsi,20,Siêu thị,Đà Nẵng,5,15210.89,76054.45,0.1,7.605.445,7.605.445.000.000.000,Thẻ,Thường xuyên,David,Nắng,27,50474.97
10670,2023-09-03 20:00:14,5,Oolong Tea Plus,44,Siêu thị,Khánh Hòa,9,43652.37,392871.33,0.0,39.287.133,432.158.463,Thẻ,VIP,Alice,Nắng,30,70463.68
10671,2024-01-25 00:48:34,5,Mirinda,20,Siêu thị,Nam Định,7,10797.43,7.558.201.000.000.000,0.1,7.558.201.000.000.000,7.558.201.000.000.000,Chuyển khoản,Mới,Alice,Mưa,21,62514.63
10672,2024-06-11 00:50:55,3,Oolong Tea Plus,27,Cửa hàng,TP. Hồ Chí Minh,1,18096.39,18096.39,0.05,1.809.639,190.012.095,Chuyển khoản,VIP,David,Nắng,31,4922.54
10673,2023-08-28 13:17:33,4,Mirinda,6,Siêu thị,Hà Nội,2,48236.63,96473.26,0.0,9.647.326,106.120.586,Chuyển khoản,Mới,David,Mưa,33,25437.58
10674,2024-01-26 05:08:39,3,Revive,33,Siêu thị,Đồng Nai,8,12640.92,101127.36,0.1,10.112.736,101127.36,Tiền mặt,Thường xuyên,Bob,Nắng,31,24797.07
10675,2023-10-25 23:10:59,7,Strongbow,30,Online,Hải Phòng,10,11452.89,114528.9,0.1,11452.89,114528.9,Thẻ,Thường xuyên,David,Mưa,27,12733.94
10676,2023-09-07 06:46:28,1,Mirinda,50,Online,Bình Định,8,25493.56,203948.48,0.1,20.394.848,203948.48,Thẻ,VIP,Alice,Mưa,24,146321.69
10677,2023-08-16 19:57:37,6,Sting,34,Online,Ninh Bình,2,16048.17,32096.34,0.0,3.209.634,35.305.974,Thẻ,Thường xuyên,Alice,Mưa,32,25677.96
10678,2024-06-22 00:08:04,4,Strongbow,5,Siêu thị,Bình Định,7,32631.11,228417.77,0.1,22.841.777,228417.77,Thẻ,Thường xuyên,David,Âm u,21,135070.32
10679,2023-08-17 01:14:00,1,Oolong Tea Plus,16,Online,Cần Thơ,8,23543.58,188348.64,0.1,18.834.864,188348.64,Chuyển khoản,Thường xuyên,Emma,Mưa,27,47192.63
10680,2024-06-13 04:25:19,1,Sting,12,Cửa hàng,Ninh Bình,4,18358.99,73435.96,0.1,7.343.596.000.000.000,73435.96,Thẻ,Thường xuyên,Alice,Âm u,21,24103.33
10681,2024-01-05 03:16:38,5,7 Up,12,Online,Hà Nội,3,49945.07,149835.21,0.0,14.983.521.000.000.000,164.818.731,Thẻ,Mới,Bob,Nắng,23,72031.98
10682,2024-06-25 10:48:01,5,Revive,11,Cửa hàng,Ninh Bình,10,23644.51,236445.1,0.0,23644.51,260089.61,Chuyển khoản,Thường xuyên,Emma,Âm u,21,204164.85
10683,2023-09-05 07:28:58,10,Pepsi,21,Online,Nam Định,9,35640.9,32.076.810.000.000.000,0.05,32076.81,336.806.505,Chuyển khoản,VIP,Emma,Mưa,25,95550.75
10684,2024-07-08 02:36:31,7,Number 1,7,Online,Bình Định,2,44965.4,89930.8,0.1,8993.08,89930.8,Tiền mặt,VIP,Carol,Âm u,22,61631.08
10685,2023-08-09 05:31:31,4,Mirinda,34,Online,Nghệ An,3,46896.41,140689.23,0.05,14.068.923.000.000.000,14.772.369.150.000.000,Chuyển khoản,Mới,Emma,Mưa,26,63529.43
10686,2024-01-01 01:08:11,9,Strongbow,29,Cửa hàng,Nam Định,8,26405.5,211244.0,0.0,21124.4,232368.4,Thẻ,VIP,David,Âm u,25,71459.17
10687,2024-04-09 14:02:15,4,Mirinda,6,Cửa hàng,Huế,2,49047.23,98094.46,0.05,9.809.446.000.000.000,102.999.183,Thẻ,Mới,Carol,Nắng,20,45587.71
10688,2024-03-13 00:59:43,7,Mirinda,36,Online,Ninh Bình,5,38983.34,194916.7,0.0,19491.67,214408.37,Thẻ,Mới,Bob,Âm u,28,30595.17
10689,2024-05-02 04:12:23,5,Pepsi,34,Cửa hàng,Khánh Hòa,10,33331.61,333316.1,0.05,33331.61,349.981.905,Tiền mặt,Mới,Emma,Mưa,31,246303.9
10690,2024-01-10 08:44:02,5,Strongbow,49,Online,Huế,8,37731.87,301854.96,0.0,30.185.496.000.000.000,332.040.456,Tiền mặt,Thường xuyên,Carol,Âm u,26,88939.01
10691,2024-03-29 00:59:20,6,C2,8,Siêu thị,Đà Nẵng,7,24405.87,170841.09,0.05,17.084.109,1.793.831.445,Tiền mặt,VIP,Alice,Mưa,33,116228.27
10692,2023-12-24 10:10:18,8,Sting,37,Siêu thị,Hải Phòng,4,26976.64,107906.56,0.1,10.790.656,107906.56,Chuyển khoản,Thường xuyên,Emma,Mưa,20,16690.85
10693,2024-05-18 10:26:21,5,Number 1,10,Siêu thị,Hải Phòng,10,33451.35,334513.5,0.05,33451.35,351.239.175,Thẻ,Mới,Carol,Nắng,23,289046.04
10694,2024-02-15 17:18:30,3,Mirinda,16,Cửa hàng,Bình Định,9,23073.69,207663.21,0.1,20.766.321,207663.21,Tiền mặt,VIP,Alice,Mưa,23,52832.01
10695,2023-08-03 19:21:11,6,Strongbow,2,Siêu thị,Đồng Nai,2,40753.24,81506.48,0.1,8.150.648,81506.48,Thẻ,Thường xuyên,Carol,Mưa,25,65710.01
10696,2024-01-05 05:12:06,2,Strongbow,19,Online,Nghệ An,7,20043.72,140306.04,0.05,14.030.604.000.000.000,147.321.342,Tiền mặt,VIP,Alice,Nắng,34,104889.79
10697,2024-01-11 10:40:16,8,Mirinda,7,Online,Thái Bình,7,41873.02,293111.14,0.0,29.311.114,322.422.254,Chuyển khoản,VIP,David,Mưa,22,256263.53
10698,2024-06-22 18:39:53,8,7 Up,2,Cửa hàng,Bình Dương,7,16086.45,112605.15,0.1,11.260.515,112605.15,Chuyển khoản,VIP,Alice,Âm u,32,54310.87
10699,2024-02-21 13:06:32,3,Strongbow,45,Online,Hải Phòng,7,18695.85,13.087.094.999.999.900,0.05,13.087.095,13.741.449.749.999.900,Thẻ,Thường xuyên,Emma,Nắng,21,89243.23
10700,2024-03-05 09:46:14,8,Revive,23,Siêu thị,Bình Dương,5,40124.51,200622.55,0.05,20.062.255,2.106.536.775,Thẻ,Mới,Emma,Nắng,22,79560.59
10701,2023-09-08 00:57:21,9,Number 1,31,Online,Long An,1,20525.93,20525.93,0.1,20.525.930.000.000.000,20525.93,Tiền mặt,Mới,Emma,Mưa,32,5080.06
10702,2024-03-02 19:16:26,5,Number 1,4,Cửa hàng,Nam Định,4,41816.57,167266.28,0.0,16.726.628,183.992.908,Thẻ,Mới,Emma,Mưa,23,76015.96
10703,2024-04-02 00:27:07,5,Oolong Tea Plus,16,Online,Bình Định,5,41355.58,206777.9,0.1,20677.79,206777.9,Thẻ,Mới,Bob,Nắng,33,48096.38
10704,2023-11-18 14:52:50,6,Mirinda,10,Online,Nam Định,10,20292.31,202923.1,0.05,20292.31,213.069.255,Thẻ,Thường xuyên,Emma,Âm u,33,179715.94
10705,2024-05-09 14:46:52,7,Number 1,49,Siêu thị,Nam Định,4,12923.31,51693.24,0.05,51.693.240.000.000.000,54.277.902,Thẻ,VIP,Emma,Mưa,27,9149.56
